busiNumber,Status,busiType,busiSubType,busiCompanyName,OWNERSHIP_TYPE,busiTaxID,busiBillTo,busiOwnerName,busiEmployQty,busiSIC,busiWorkComp,busiWorkCompNumber,busiWorkCompISS,busiWorkCompExp,busiNotes,busiCSLBNumber,busiCSLBExp,,busiCSLBNumber,busiCSLBType,busiCSLBExp,busiChemicals,busiFireArms,busiCommercial,busiHomeOcc,busiPrinted,CLASSIFICATION,busiActive,busiLastActive,busiFeesCharged,busiFeesPaid,busiFeesDue,busiEmail,busiSiteNumber,busiSiteStreet,busiSiteUnit,busiSiteCity,busiSiteState,busiSiteZIP,busiSiteAddress,busiSiteCityStZIP,busiSiteGEOType,busiSiteAPN,busimailAddress,busiMailCity,busiMailState,busiMailZIP,busiMailEqualsLocation,BusiPhysAddress,busiPhysCity,busiPhysState,busiPhysZIP,busiTel,busiLastModified,busiCreated,LOC_RECORDID,busiTRAKiTID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10949,Legacy Record,HOME OCCUPATION,,BEAR'S PORTABLE WELDING,HOME OCCUPATION,,,DOUG  GEE,0,811310,,,,,Bookeeping only at business site- mobile portable welding and equipment repair in field or farm.,10949,12/9/2008 0:00,NO,Capay Street,,,N,N,,,,,,,137.58,137.58,,,16853,MATTIE STREET,,ESPARTO,CA,95627,16853 MATTIE STREET,ESPARTO CA 95627,,049-323-001,P.O. BOX 424,ESPARTO,CA,95627,No,16853 MATTIE STREET,ESPARTO,CA,95627,530-774-1030,00000000575FA8B7,,YOLO:11021013292231086,YOLO:1102011547102952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10951,Legacy Record,PENDING APPLICATION,,GRANDPA'S ROCKIN' GRILL,SOLE PROPRIETOR,,,TED THOMPSON,0,722110,,,,,Sit down Resturant.,10951,12/15/2008 0:00,NO,Cacheville Road,,,N,Y,,,,,,,127,127,,,37380,SACRAMENTO STREET,,YOLO,CA,95697,37380 SACRAMENTO STREET,YOLO CA 95697,,025-390-007,"91 WEST MAIN ST, STE K",WOODLAND,CA,95695,No,37380 SACRAMENTO STREET,YOLO,CA,95697,530-681-9880,000000004B3E0137,,YOLO:1102101329223400,YOLO:1102011547102954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10953,Legacy Record,HOME OCCUPATION,,THE TIRE GUYS,SOLE PROPRIETOR,,,RICARDO VILLASENOR,0,454111,,,,,Internet sales of tires and rims. Shipping rims and tires. No customers will come to site.,10953,1/14/2009 0:00,NO,,,,N,Y,,,,,,,334.7,264.8,69.9,,42341,DANIEL STREET,,KNIGHTS LANDING,CA,95645,42341 DANIEL STREET,KNIGHTS LANDING CA 95645,,056-344-009,P O BOX 674,KNIGHTS LANDING,CA,95645,No,42341 DANIEL STREET,KNIGHTS LANDING,CA,95645,530-867-4364,000000000DE1F8F5,,YOLO:11021013292234117,YOLO:1102011547102956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10954,Legacy Record,HOME OCCUPATION,,TOTALLY ORGANIC,PARTNERSHIP,,,JULIA MANGINO,0,454113,,,,,Mail order sales of herbs.,10954,1/14/2009 0:00,NO,County Road 4,,,N,Y,,,,,,,127,,,,3047,COUNTY ROAD 88A,,DUNNIGAN,CA,95937,3047 COUNTY ROAD 88A,DUNNIGAN CA 95937,,051-182-002,P O BOX 86,DUNNIGAN,CA,95937,No,3047 COUNTY ROAD 88A,DUNNIGAN,CA,95937,530-724-3095,000000000026A840,,YOLO:11021013292232638,YOLO:1102011547102957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10955,Legacy Record,NOT IN UNINCORP,,RODNEY RAMOS PRODUCTIONS,SOLE PROPRIETOR,,,,0,7221,,,,,Photography Services,10955,1/5/2009 0:00,NO,,,,N,Y,,,,,,,825.76,825.76,0,info@rodneyramos.com,110,Arnold Gamble Circle,,SACRAMENTO,CA,95835,110 Arnold Gamble Circle,SACRAMENTO CA 95835,,,3511 DEL PASO RD #160-PMB215,SACRAMENTO,CA,95835,No,110 Arnold Gamble Circle,SACRAMENTO,CA,95835,916-285-0031,00000000A6E10AA6,,,YOLO:1102011547102958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10956,Legacy Record,NOT IN UNINCORP,,PREFERRED PLUMBING & ELECTRIC,SOLE PROPRIETOR,,PREFERRED PLUMBING & ELECTRIC,PAT AMORDE,1,238220,,,,,Plumbing Service,10956,1/6/2009 0:00,NO,604654,C36,9/30/2014,N,N,,,,,,,608.4,473.5,134.9,,4555,AUBURN BLVD. STE 2,,SACRAMENTO,CA,95841,4555 AUBURN BLVD. STE 2,SACRAMENTO CA 95841,,,4555 AUBURN BLVD.,SACRAMENTO,CA,95841,No,4555 AUBURN BLVD. STE 2,SACRAMENTO,CA,95841,916-973-8161,00000000377E73CE,,,YOLO:1102011547102959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,Legacy Record,HOME OCCUPATION,,HAMBLIN'S CONSTRUCTION,SOLE PROPRIETOR,,,CRAIG W. HAMBLIN,0,1521,,,,,"BUILDING CONSTRUCTION, REMODELING.  GENERAL CONTRACTOR.",2337,3/11/1991 0:00,NO,WILLOW AVENUE,,,N,Y,,,,,,,105,,,,52836,CLARKSBURG ROAD,,CLARKSBURG,CA,95612,52836 CLARKSBURG ROAD,CLARKSBURG CA 95612,,043-240-022,P.O. BOX 523,CLARKSBURG,CA,95612,No,52836 CLARKSBURG ROAD,CLARKSBURG,CA,95612,916-744-1174,0000000000269F81,,YOLO:11021013292222514,YOLO:110201154710296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10959,Legacy Record,NOT IN UNINCORP,,SEAN'S REPAIR AND RESTORE,SOLE PROPRIETOR,,,MICHAEL GOLDSTON,1,236118,,,,,Repair and Restore ,10959,1/7/2009 0:00,NO,,,,N,Y,,,,,,,127,,,goldfam06@sbcglobal.net,1434,SPRING CREEK DR,,WOODLAND,CA,95776,1434 SPRING CREEK DR,WOODLAND CA 95776,,,1434 SPRING CREEK DR,WOODLAND,CA,95776,Yes,1434 SPRING CREEK DR,WOODLAND,CA,95776,916-995-3841,000000000026A845,,,YOLO:1102011547102962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,Legacy Record,NOT IN UNINCORP,,SW MAINTANCE CORP,CORPORATION,,,JERMEY WARD,3,238290,,,,,Install EVR system,10960,1/7/2009 0:00,NO,,,,N,Y,,,,,,,127,,,,3116,STATE HIGHWAY 97,,WEED,CA,96094,3116 STATE HIGHWAY 97,WEED CA 96094,,,3116 STATE HIGHWAY 97,WEED,CA,96094,Yes,3116 STATE HIGHWAY 97,WEED,CA,96094,530-355-2905,000000000026A846,,,YOLO:1102011547102963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10961,Legacy Record,NOT IN UNINCORP,,MARTINELLI ELECTRIC,SOLE PROPRIETOR,,,SETH MARTINELLI,1,236118,,,,,Electrical Contractor,10961,12/19/2008 0:00,NO,,,,N,Y,,,,,,,127,,,seth@martinellielectric.com,820, EUCALYPTUS,,NOVATO,CA,94947,820 EUCALYPTUS,NOVATO CA 94947,,,820 EUCALYPTUS,NOVATO,CA,94947,Yes,820 EUCALYPTUS,NOVATO,CA,94947,415-897-1155,000000000026A847,,,YOLO:1102011547102964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10962,Legacy Record,NOT IN UNINCORP,,THE FISHEL COMPANY,CORPORATION,,,JOHN PHILLIPS,5,237130,,,,,Install underground and aerial utility construction.,10962,1/20/2009 0:00,NO,678942,"A. B, C7",10/31/2015,N,Y,,,,,,,397.6,397.6,0,cmfeeney@teamfishel.com,1366,DUBLIN ROAD,,COLUMBUS,OH,43215,1366 DUBLIN ROAD,COLUMBUS OH 43215,,,1366 DUBLIN ROAD,COLUMBUS,OH,43215,Yes,1366 DUBLIN ROAD,COLUMBUS,OH,43215,614-351-6242,00000000119E0C8A,,,YOLO:1102011547102965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10964,Legacy Record,NOT IN UNINCORP,,EMARD'S EHT DBA SOLAR UNIVERSE,LIMITED LIABILITY CORPORATION,,,LUKE EMARD,3,238220,,,,,Contrator performing installs and maintence of photo voltaic solar systems. With both residential and commercial clients.,10964,1/21/2009 0:00,NO,,,,N,Y,,,,,,,127,,,aspen@solaruniverse.com,3344,SWETZER CT; STE A,,LOOMIS,CA,95650,3344 SWETZER CT; STE A,LOOMIS CA 95650,,,3344 SWETZER CT; STE A,LOOMIS,CA,95650,Yes,3344 SWETZER CT; STE A,LOOMIS,CA,95650,916-660-1980,000000000026A84A,,,YOLO:1102011547102967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10965,Legacy Record,HOME OCCUPATION,,PRECISION EXCAVATING CONSULTION AND INSP,LIMITED LIABILITY CORPORATION,,,GENE MARTEN,0,238910,,,,,Bookeeping & phone calls only; for the business of working as owner operator for contractors.,10965,1/22/2009 0:00,NO,,,,N,Y,,,,,,,127,,,,3252,COUNTY ROAD 99W,,DUNNIGAN,CA,95937,3252 COUNTY ROAD 99W,DUNNIGAN CA 95937,,051-190-011,P.O. BOX 391,DUNNIGAN,CA,95937,No,3252 COUNTY ROAD 99W,DUNNIGAN,CA,95937,530-723-3195,000000000026A84B,,YOLO:11021013292232687,YOLO:1102011547102968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10966,Legacy Record,NOT IN UNINCORP,,ELITE MECHANICAL,LIMITED LIABILITY CORPORATION,,,PAUL GRANADA,0,811310,,,,,"Moblie Metal Fabercations, Light Marine (Mechanical)",10966,1/23/2009 0:00,NO,,,,N,Y,,,,,,,127,,,tvaneto@yahoo.com,3825,CORTES ISLAND,,WEST SACRAMENTO,CA,95691,3825 CORTES ISLAND,WEST SACRAMENTO CA 95691,,,3825 CORTES ISLAND,WEST SACRAMENTO,CA,95691,Yes,3825 CORTES ISLAND,WEST SACRAMENTO,CA,95691,707-301-5844,000000000026A84C,,,YOLO:1102011547102969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Legacy Record,NOT IN UNINCORP,,JANCO CLEANING SERVICE,SOLE PROPRIETOR,,,JOHN H. HEATON,1,7349,,,,,JANITORIAL SERVICE,1842,3/26/1992 0:00,NO,,,,N,Y,,,,,,,90,90,,,3060,CONCORD PLACE,,DAVIS,CA,95616,3060 CONCORD PLACE,DAVIS CA 95616,,069-253-024,3060 CONCORD PLACE,DAVIS,CA,95616,Yes,3060 CONCORD PLACE,DAVIS,CA,95616,530-753-5227,00000000AEFF3EE5,,YOLO:11021013292245811,YOLO:110201154710297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10967,Legacy Record,NOT IN UNINCORP,,"TOWN & COUNTRY CONTRACTORS, INC.",CORPORATION,,,SEAN  MURPHY,4,238220,,,,,"General Contractor, contracting gas stations.",10967,1/6/2009 0:00,NO,,,,N,Y,,,,,,,405.6,405.6,0,sean@tccontractors.com,3181,LUYUNG DR. SUITE A,,RANCHO CORDOVA,CA,95742,3181 LUYUNG DR. SUITE A,RANCHO CORDOVA CA 95742,,,3181 LUYUNG DR. SUITE A,RANCHO CORDOVA,CA,95742,Yes,3181 LUYUNG DR. SUITE A,RANCHO CORDOVA,CA,95742,916-636-9500,0000000024997D2A,,,YOLO:1102011547102970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10968,Legacy Record,NOT IN UNINCORP,,MARIN SOLAR,CORPORATION,,,"REAL GOODS SOLAR, INC.",3,238220,,,,,Solar Contractor,10968,1/6/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,nick@marinsolar.com,1163, FRANCISCO BLVD SUITE E,,SAN RAFAEL,CA,94901,1163 FRANCISCO BLVD SUITE E,SAN RAFAEL CA 94901,,,1163 FRANCISCO BLVD SUITE E,SAN RAFAEL,CA,94901,Yes,1163 FRANCISCO BLVD SUITE E,SAN RAFAEL,CA,94901,415-456-2800,00000000054F511F,,,YOLO:1102011547102971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10969,Legacy Record,PENDING APPLICATION,,JODY'S WATER TRANSPORT ,SOLE PROPRIETOR,,,DAVID  KENDRICK,5,811310,,,,,"Water for contruction sites, transport water trucks to job sites. ",10969,1/29/2009 0:00,NO,,,,N,Y,,,,,,,127,,,jodywatertrans@sbcglobal.net,14275,CACHEVILLE ROAD ,,YOLO,CA,95697,14275 CACHEVILLE ROAD,YOLO CA 95697,,,24075 COUNTY ROAD 22,ESPARTO,CA,95627,No,14275 CACHEVILLE ROAD,YOLO,CA,95697,530-406-1500,000000000ABF8C61,,,YOLO:1102011547102972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,Legacy Record,ESPARTO,,TACOS MONDRAGON,SOLE PROPRIETOR,,,EULALIO MONDRAGON,0,722330,,,,,Sale of tacos out of a mobile food facility.,10970,2/3/2009 0:00,NO,Woodland,,,N,Y,,,,,,,127,127,,,16814,FREMONT STREET,,ESPARTO,CA,95627,16814 FREMONT STREET,ESPARTO CA 95627,,049-273-006,P O BOX 138,ESPARTO,CA,95627,No,16814 FREMONT STREET,ESPARTO,CA,95627,925-949-3033,0000000085F04A4A,,YOLO:11021013292230912,YOLO:1102011547102973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10971,Legacy Record,CANCEL,,FIRST SOURCE SOLAR,SOLE PROPRIETOR,,,BRIAN SIPP,0,238220,,,,,Solar contractor,10971,2/3/2009 0:00,NO,,,,N,N,,,,,,,190.5,,,brian.sipp@firstsourcesolar.com,2714,POLE LINE ROAD #4,,DAVIS,CA,95618,2714 POLE LINE ROAD #4,DAVIS CA 95618,,,2714 POLE LINE ROAD #4,DAVIS,CA,95618,Yes,2714 POLE LINE ROAD #4,DAVIS,CA,95618,916-342-2630,000000000026A851,,,YOLO:1102011547102974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10973,Legacy Record,NOT IN UNINCORP,,NOR-CAL POOL PRODUCTIONS,CORPORATION,,,MIKE BRODLEY,1,238990,,,,,Build inground swimming pools.,10973,2/6/2009 0:00,NO,,,,N,Y,,,,,,,127,,,mike@norcalpoolproductions.com,114,KIWI COURT,,LINCOLN,CA,95648,114 KIWI COURT,LINCOLN CA 95648,,,114 KIWI COURT,LINCOLN,CA,95648,Yes,114 KIWI COURT,LINCOLN,CA,95648,916-408-1169,000000000026A853,,,YOLO:1102011547102976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10974,Legacy Record,HOME OCCUPATION,,HELEN SHELLHAMMER,SOLE PROPRIETOR,,,HELEN  SHELLHAMMER,1,541410,,,,,"Design consulting, decorating, space planning, professional organizing systems, project management.",10974,2/12/2009 0:00,NO,County Road 24,,,N,Y,,,,,,,127,127,,hdshellhammer@yahoo.ocm,18720,COUNTY ROAD 95,,WOODLAND,CA,95695,18720 COUNTY ROAD 95,WOODLAND CA 95695,,025-183-067,18720 COUNTY ROAD 95,WOODLAND,CA,95695,Yes,18720 COUNTY ROAD 95,WOODLAND,CA,95695,530-517-1197,00000000715AA658,,YOLO:1102101329222980,YOLO:1102011547102977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,Legacy Record,NOT IN UNINCORP,,"C. C. MEYERS, INC.",CORPORATION,,,CARLA  BATES,15,541330,,,,,"General engineering contractor, specializing in Heavy Highway.",10975,2/17/2009 0:00,NO,,,,N,Y,,,,,,,127,,,ekilbane@ccmeyersinc.com,3286,FITZGERALD RD. ,,RANCHO CORDOVA,CA,95742,3286 FITZGERALD RD.,RANCHO CORDOVA CA 95742,,,3286 FITZGERALD RD.,RANCHO CORDOVA,CA,95742,Yes,3286 FITZGERALD RD.,RANCHO CORDOVA,CA,95742,916-635-9370,000000000026A855,,,YOLO:1102011547102978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Legacy Record,COUNTY COMMERCIAL,,AG DATA DEVELOPMENT,SOLE PROPRIETOR,,,HERBERT H. SCHLOTTHAUER,0,8721,,,,,ACCOUNTING & DATA PROCESSING.,1799,12/30/1986 0:00,NO,OAK ST.,,,N,Y,,,,,,,60,,,,9858,LOCUST ST.,,KNIGHTS LANDING,CA,95645,9858 LOCUST ST.,KNIGHTS LANDING CA 95645,,056-263-007,P.O. BOX 296,KNIGHTS LANDING,CA,95645,No,9858 LOCUST ST.,KNIGHTS LANDING,CA,95645,530-735-6622,0000000000269E5C,,YOLO:11021013292233797,YOLO:110201154710298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10977,Legacy Record,NOT IN UNINCORP,,"BZ SERVICE STATION MAINTENANCE, INC.",CORPORATION,,,PAUL ENSELE,16,238290,,,,,"Gas Station maintenance, service and repair dispensors, monitoring systems and tank test.",10977,2/25/2009 0:00,NO,,,,N,N,,,,,,,127,127,,BZSS@ATTGlobal.net,630,HOUSTON STREET,,WEST SACRAMENTO,CA,95691,630 HOUSTON STREET,WEST SACRAMENTO CA 95691,,,P O BOX 933,WEST SACRAMENTO,CA,95691,No,630 HOUSTON STREET,WEST SACRAMENTO,CA,95691,916-371-2380,0000000027BA1ECB,,,YOLO:1102011547102980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10978,Legacy Record,HOME OCCUPATION,,CACHE CREEK DRILLING,SOLE PROPRIETOR,,,KELLY/ RANDY  CRINER,0,237110,,,,,Water well drilling for farmers and home owners. ,10978,3/17/2009 0:00,NO,934071,C57,6/30/2013,N,Y,,,,,,,722.5,587.6,134.9,randycriner@aol.com,16855,COUNTY ROAD 85B,,ESPARTO,CA,95627,16855 COUNTY ROAD 85B,ESPARTO CA 95627,,,16855 COUNTY ROAD 85B,ESPARTO,CA,95627,Yes,16855 COUNTY ROAD 85B,ESPARTO,CA,95627,530-787-9900,93439471,,,YOLO:1102011547102981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10979,Legacy Record,COUNTY COMMERCIAL,,THREE WINE COMPANY,LIMITED LIABILITY CORPORATION,,,MATTHEW A.  CLINE,5,312130,,,,,"Wine Production, sales and tasting",10979,2/27/2009 0:00,NO,Willow Point Rd.,,,N,Y,,,,,,,404.6,334.7,69.9,,35265,"WILLOW AVENUE, SUITE 202",,CLARKSBURG,CA,95612,"35265 WILLOW AVENUE, SUITE 202",CLARKSBURG CA 95612,,043-240-010,P.O. BOX 2069,SONOMA ,CA,95476,No,"35265 WILLOW AVENUE, SUITE 202",CLARKSBURG,CA,95612,707-933-9752,0000000010B3F925,,,YOLO:1102011547102982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,Legacy Record,DENIED,,DENNYIS RESTURANT #8032,CORPORATION,,,ANIL YADAV,30,722110,,,,,Full Service Restaurant,10980,3/9/2009 0:00,NO,,,,N,N,,,,,,,127,127,,,21,BERNARD COURT,,WOODLAND,CA,95695,21 BERNARD COURT,WOODLAND CA 95695,,,"3550 MOWRY AVE, 301",FREMONT,CA,94538,No,21 BERNARD COURT,WOODLAND,CA,95695,530-662-1328,00000000576F5CCF,,,YOLO:1102011547102983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10983,Legacy Record,NOT IN UNINCORP,,BEACOM CONSTRUCTION CO.,CORPORATION,,,DAVID MORRIS,2,236220,,,,,General Contractor- commercial / industrial.,10983,3/9/2009 0:00,NO,,,,N,N,,,,,,,127,127,,kathy@beacomconstruction.com,659, MAIN ST.,,FORTUNA,CA,95540,659 MAIN ST.,FORTUNA CA 95540,,,P.O. BOX 457,FORTUNA,CA,95540,No,659 MAIN ST.,FORTUNA,CA,95540,707-725-3323,000000005761572F,,,YOLO:1102011547102986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10984,Legacy Record,NOT IN UNINCORP,,RUSS COOK CONSTRUCTION,SOLE PROPRIETOR,,,RUSS  COOK,5,236115,,,,,Residential Building Contractor,10984,3/9/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,russcook@softcom.net,23488, HACIENDA DR.,,ACAMPO,CA,95220,23488 HACIENDA DR.,ACAMPO CA 95220,,,23488 HACIENDA DR.,ACAMPO,CA,95220,Yes,23488 HACIENDA DR.,ACAMPO,CA,95220,916-870-4040,00000000054F514F,,,YOLO:1102011547102987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10985,Legacy Record,HOME OCCUPATION,,AMY J. BOYER,SOLE PROPRIETOR,,,AMY  BOYER,0,711510,,,,,"Writing & editing reports, some newsletter layouts.",10985,3/17/2009 0:00,NO,Carmello Wy.,,,N,Y,,,,,,,127,127,,ajboyer@gmail.com,31985,RUSSELL BLVD. ,,WINTERS,CA,95618,31985 RUSSELL BLVD.,WINTERS CA 95618,,038-080-012,31985 RUSSELL BLVD.,WINTERS,CA,95618,Yes,31985 RUSSELL BLVD.,WINTERS,CA,95618,530-795-2408,000000000BD10D5E,,YOLO:11021013292216923,YOLO:1102011547102988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10986,Legacy Record,HOME OCCUPATION,,BACKHAUS CUSTOM CREATIONS,SOLE PROPRIETOR,,,SPENCER BACKHAUS,0,7549,,,,,"Mobile Service - Woodwork, Signs, Yard Art, Custom Work.",10986,3/12/2009 0:00,NO,,,,N,N,,,,,,,963.56,963.56,0,Spencer.backhaus@att.net,3324,COUNTY ROAD 99W,,DUNNIGAN,CA,95937,3324 COUNTY ROAD 99W,DUNNIGAN CA 95937,,,P O BOX 112,DUNNIGAN,CA,95937,No,3324 COUNTY ROAD 99W,DUNNIGAN,CA,95937,530-908-3564,00000000A6E10C60,,,YOLO:1102011547102989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,Legacy Record,NOT IN UNINCORP,,PIP PRINTING,SOLE PROPRIETOR,,,"CONNIE,RICHARD JONES",3,2759,,,,,"PRINT STATIONERY, LETTERHEAD, BUSINESS CARDS, FLYERS, ETC.; PICK-UP & DELIVERY IN YOLO CO.",2063,2/25/1988 0:00,NO,,,,N,Y,,,,,,,50,50,,,1583,#C ENTERPRISE BLVD.,,WEST SACRAMENTO,CA,95691,1583 #C ENTERPRISE BLVD.,WEST SACRAMENTO CA 95691,,067-020-020,1583 #C ENTERPRISE BLVD.,WEST SACRAMENTO,CA,95691,Yes,1583 #C ENTERPRISE BLVD.,WEST SACRAMENTO,CA,95691,916-372-7177,000000000AE2D661,,YOLO:11021013292242701,YOLO:110201154710299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10987,Legacy Record,HOME OCCUPATION,,NEOLOGISM TECHNOLOGIES,SOLE PROPRIETOR,,,JONATHAN  DODD,0,516110,,,,,Internet Publishing,10987,3/18/2009 0:00,NO,,,,N,Y,,,,,,,589.1,519.2,69.9,,25130,CARLSBAD AVE.,,DAVIS,CA,95616,25130 CARLSBAD AVE.,DAVIS CA 95616,,037-020-033,PMB #214 1296 E. GIBSON RD. SU ITE A,WOODLAND,CA,95776,No,25130 CARLSBAD AVE.,DAVIS,CA,95616,530-758-9331,000000000DE1FBDE,,YOLO:11021013292216649,YOLO:1102011547102990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10988,Legacy Record,HOME OCCUPATION,,SWR DISTRIBUTION,SOLE PROPRIETOR,,,STEVEN RAY,0,562211,,,,,Office work and paper work.,10988,3/19/2009 0:00,NO,2ND Street,,,N,Y,,,,,,,127,127,,,24615,CACHE STREET,,CAPAY,CA,95607,24615 CACHE STREET,CAPAY CA 95607,,049-434-002,"25073 MAIN STREET, APARTMENT # 2",CAPAY,CA,95607,No,24615 CACHE STREET,CAPAY,CA,95607,530-554-6732,000000005E3883D1,,YOLO:11021013292231365,YOLO:1102011547102991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10989,Legacy Record,HOME OCCUPATION,,VAN HOOK ENERGY,CORPORATION,,,CLARENCE VAN HOOK,0,236118,,,,,General Construction,10989,3/23/2009 0:00,NO,827641,"A, B, C10",11/30/2011,N,Y,,,,,,,586,451.1,134.9,CCVHook@Gvni.com,5961,STATE HIGHWAY 16,,GUINDA,CA,95637,5961 STATE HIGHWAY 16,GUINDA CA 95637,,060-200-001,5961 STATE HIGHWAY 16,GUINDA,CA,95637,Yes,5961 STATE HIGHWAY 16,GUINDA,CA,95637,530-796-2286,00000000538F99D3,,YOLO:11021013292236750,YOLO:1102011547102992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10991,Legacy Record,NOT IN UNINCORP,,NORTH COAST RESOURCE MANAGEMENT,CORPORATION,,,MARK EDWARDS,10,541620,,,,,"Environmental Consulting, general contractor",10991,3/27/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,cat@ncrm.com,6190, N. STATE ST.,,UKIAH,CA,95418,6190 N. STATE ST.,UKIAH CA 95418,,,P.O. BOX 435,CALPELLA,CA,95418,No,6190 N. STATE ST.,UKIAH,CA,95418,707-485-7211,00000000003BB26F,,,YOLO:1102011547102994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10992,Legacy Record,COUNTY COMMERCIAL,,RELIABLE MOBILE FLEET SERVICE & REPAIR I,CORPORATION,,,JACOBUS  VANDERWESTHUIZEN,1,811111,,,,,Preventative maintenance on trucks.,10992,3/31/2009 0:00,NO,HWY 113,,,N,Y,,,,,,,127,127,,,14275,CACHEVILLE RD.,,YOLO,CA,95697,14275 CACHEVILLE RD.,YOLO CA 95697,,025-390-025,P.O. BOX 238,ROCKLIN,CA,95677,No,14275 CACHEVILLE RD.,YOLO,CA,95697,916-543-7336,47071522,,YOLO:1102101329223412,YOLO:1102011547102995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10993,Legacy Record,HOME OCCUPATION,,WATER ENVIRONMENTAL SERVICES TECHNOLOGY,SOLE PROPRIETOR,,,BARRY POMEROY,0,541620,,,,,"Consulting for environmental issues, wastewater operations, information systems, construction management.",10993,4/1/2009 0:00,NO,Parker Pl.,,,N,Y,,,,,,,127,127,,,26108,LUCILLE ST.,,ESPARTO,CA,95627,26108 LUCILLE ST.,ESPARTO CA 95627,,049-511-022,26108 LUCILLE ST.,ESPARTO,CA,95627,Yes,26108 LUCILLE ST.,ESPARTO,CA,95627,530-787-3722,00000000054F5179,,YOLO:11021013292231731,YOLO:1102011547102996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10994,Legacy Record,COUNTY COMMERCIAL,,Sterling May Equipment Company Inc,SOLE PROPRIETOR,,,LAURA  DEFTY,0,441120,,,,,(3/11/2015 10:41 AM KAP)Vehicle Retail sales,10994,4/2/2009 0:00,NO,,,,0,0,,,,,,,600.7,600.7,0,ldefty@ddge.net,14110,CACHEVILLE RD.,,WOODLAND,CA,95695,14110 CACHEVILLE RD.,WOODLAND CA 95695,,025-390-052,P.O. BOX 8608,WOODLAND,CA,95776,No,14110 CACHEVILLE RD.,WOODLAND,CA,95695,530-681-2701,99801180,,YOLO:1102101329223435,YOLO:1102011547102997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Legacy Record,NOT IN UNINCORP,,"RAMIREZ CONSTRUCTION, AL",SOLE PROPRIETOR,,,AL RAMIREZ,2,1521,,,,,GENERAL CONTRACTOR,720,9/5/1995 0:00,NO,,,,N,Y,,,,,,,50,50,,,908,GREENWOOD DR.,,WOODLAND,CA,95695,908 GREENWOOD DR.,WOODLAND CA 95695,,,908 GREENWOOD DR.,WOODLAND,CA,95695,Yes,908 GREENWOOD DR.,WOODLAND,CA,95695,916-666-6740,000000000AE89EBD,,,YOLO:1102011547103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
