"BUSINESS_NO","COMPANY","MAIL_ADDRESS1","MAIL_ADDRESS2","MAIL_CITY","MAIL_STATE","MAIL_ZIP","LOC_ADDRESS1","LOC_ADDRESS2","LOC_CITY","LOC_STATE","LOC_ZIP","PHONE","FAX","EMERGENCY","BUSINESS_TYPE","SIC_1","SIC_2","SIC_3","OWNERSHIP_TYPE","TAX_ID","RESALE_ID","ST_LIC_NO","ST_LIC_ISS","ST_LIC_EXP","WRKR_COMP","W_COMP_NO","W_COMP_ISS","W_COMP_EXP","NOTES","COMPANY_PRINT_AS","EMPLOYEES","TEXTFIELD1","TEXTFIELD2","TEXTFIELD3","TEXTFIELD4","TEXTFIELD5","TEXTFIELD6","TEXTFIELD7","TEXTFIELD8","CHECKBOX1","CHECKBOX2","CHECKBOX3","CHECKBOX4","CHECKBOX5","CHECKBOX6","CHECKBOX7","CHECKBOX8","TAG","CLASSIFICATION","EMAIL","OWNER_NAME","SITE_STREETID","SITE_NUMBER","SITE_STREETNAME","SITE_UNIT_NO","SITE_CITY","SITE_STATE","SITE_ZIP","SITE_ALTERNATE_ID","SITE_GEOTYPE","SITE_APN","SITE_LOT_NO","SITE_BLOCK","SITE_TRACT","SITE_SUBDIVISION","SITE_DESCRIPTION","LIAB_CARRIER","LIAB_NO","LIAB_ISS","LIAB_EXP","DEFAULT_INSPECTOR","LOCKID","RECORDID","LOC_RECORDID","DEPOSITTYPE","HISTORICAL_APN","BUSINESS_SUBTYPE","FEES_CHARGED","FEES_PAID","BALANCE_DUE","REFERENCE_NO","update_originator_id","update_timestamp","create_timestamp","insert_originator_id"
"13033","SMITH ROOFING","1738 AUBURN BLVD","","Sacramento","CA","95815","1738 AUBURN BLVD","","Sacramento","CA","95815","9164596469","","9163708754","CONTRACTOR","1761","","","SOLE PROPRIETORSHIP","","","1015755","","","","","","","","SMITH ROOFING","8","1015755","C39","07/31/2024","","","","","","","","","","","","","","","","tectatoy@gmail.com","RICH HARRISON","","1738","AUBURN BLVD","","Sacramento","CA","95815","","","","","","","","","","","","","","","JGM:2001300113175186","","","","ROOFING","440.24000000000001","370.51999999999998","69.719999999999999","","0","00000000B4B4A8B5","2228374263","0"
"13130","DE BRUYNE CONSTRUCTION","774 W. GIBSON ROAD","","WOODLAND","CA","95695","774 W. GIBSON ROAD","","WOODLAND","CA","95695","9167659333","","","CONTRACTOR","1521","","","SOLE PROPRIETORSHIP","","","8594248","","","","","","","","","1","594248","B","05/31/2022","","","","","","","","","","","","","","","","tiopiet@hotmail.com","DE BRUYNE CONSTRUCTION","","774","W. GIBSON ROAD","","WOODLAND","CA","95695","","","","","","","","","","","","","","","JGM:2008260825268395","","","","CONSTRUCTION","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4BC95","2352312924","0"
"13151","PISOR FENCE DIV.INC","7850 ANTELOPE NORTH RD.","","Antelope","CA","95843","7850 ANTELOPE NORTH RD.","","Antelope","CA","95843","9167261173","","","CONTRACTOR","1799","","","CORPORATION","","","316128","","","","","","","","","3","316128","C13 C61","12/31/2021","","","","","","","","","","","","","","","","lgreen@pisorfence.net","JAMES H. PRES","","7850","ANTELOPE NORTH RD.","","Antelope","CA","95843","","","","","","","","","","","","","","","JGM:2009300822492000","","","","CONSTRUCTION","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4C057","2378010524","0"
"13165","HABITAT FOR HUMANITY OF GREATER SACRAMEN","819 NORTH 10 STREET","","Sacramento,","CA","95811","819 NORTH 10 STREET","","Sacramento,","CA","95811","9164401215","","","CONTRACTOR","1521","","","NON PROFIT ORGANIZATION","","","922515","","","","","","","","","28","922515","B-GENERAL","09/30/2022","","","","","","","","","","","","","","","","aschnetz@habitatgreatersac.org","","","819","NORTH 10 STREET","","Sacramento,","CA","95811","","","","","","","","","","","","","","","JGM:2010210847003171","","","","CONSTRUCTION","423.04000000000002","353.31999999999999","69.719999999999999","","0","00000000B4B56D8A","2394642304","0"
"11564","Due Vigne di Famiglia","PO BOX 144","","Clarksburg","CA","95612","35265 WILLOW AVE #103","","Clarksburg","CA","95612","9167441498","","","FOOD AND BEVERAGE","5813","","","LIMITED LIABILITY CORPORATION","","","11564","","","","","","","","Due Vigne di Famiglia","1","","","","","","","","","","","1","","","","","","","445310","ACCOUNTING@DUEVIGNE.COM","KOY BUILDERS INC","","35265","WILLOW AVE","#103","Clarksburg","CA","95612","","PARCEL","043240030","","","","","","","","","","","","KAP:1204051014090091","YOLO:11021013292222523","","","OTHER","1039.78","970.05999999999995","69.719999999999999","","0","00000000B4A69F23","96024380",""
"11583","HELENA AGRI-ENTERPRISES, LLC","7576 N Ingram Ave, Ste 101","","Fresno","CA","93711","9580 CR 93B","","Zamora","CA","95698","5306621185","5306696978","","RETAIL SALES","5191","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(1/4/2019 2:09 PM ET)alternative name DBA Helena Chemical Company","HELENA AGRI-ENTERPRISES, LLC","6","","","","","","","","","1","","","","","","","","","","dextern@helenechemical.com","MORGAN JEFFREY D & KELLIE","","9580","CR 93B","","Zamora","CA","95698","","PARCEL","055110010","","","","","","","","","","","","KAP:1205110922068838","YOLO:11021013292233379","","","OTHER","938.48000000000002","868.75999999999999","69.719999999999999","","0","00000000B4A6A2B6","105172249",""
"11592","Smart Home Pros, Inc.","491 S 1325 W #3-4","","Orem","UT","84058","491 S 1325 W","","Orem","UT","84058","8774791670","8017655743","","PEDDLER","","","","CORPORATION","","","","","","","","","","","Smart Home Pros, Inc.","10","","","","","","","","","","","","","","","","","","","cl@smarthomepros.com","Vivint, Inc","","491 S 1325 W","","","Orem","UT","84058","","","","","","","","","","","","","","","KAP:1205311111518372","","","","","937.65999999999997","867.94000000000005","69.719999999999899","","0","00000000B4A6A389","110668893",""
"11615","ABM Building Solutions LLC","3640 NORTHGATE BLVD #200","","SACRAMENTO","CA","95834","3640 NORTHGATE BLVD #200","","SACRAMENTO","CA","95834","9163814526","9163811629","","NOT IN UNINCORP","1711","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","","Airco Commercial Services Inc.","1","976012","C-4,20,36,43","8/31/2020","","","","","","","","","","","","","","","","ESTHER.PRADO@ABM.COM","Charles Jones","","3640","NORTHGATE BLVD #200","","SACRAMENTO","CA","95834","","","","","","","","","","","","","","","KAP:1207260432214495","","","","CONTRACTOR","776.29999999999995","706.58000000000004","69.719999999999899","","0","00000000B4A6A6F2","123339486",""
"11625","Frontier Ag","46735 CR 32B","","Davis,","CA","95618","46735 CR 32B","","Davis","CA","95618","5302971020","5302971022","","WAREHOUSE COPR YARD","","","","CORPORATION","","","","","","","","","","","Frontier Ag Co, Inc","","","","","","","","","","","","","","","","","","","","lwerner@frontieragco.com","","","46735","CR 32B","","Davis","CA","95618","","","","","","","","","","","","","","","KAP:1208280357283866","","","","","773.29999999999995","703.58000000000004","69.719999999999899","","0","00000000B4ACFAFA","131189805",""
"11633","John Burger Heating & Air Conditioning,","P.O. Box 1056","","Yuba City","CA","95992","710 Cooper Ave","","Yuba City","CA","95992","5306733137","5306733138","","NOT IN UNINCORP","1711","","","CORPORATION","","","876533","","","","","","","","John Burger Heating & Air Conditioning,","2","876533","C20, C43","4/30/2022","","","","","","","","","","","","","","","","jennifer@johnbrgerhvac.com","John Burger","","710","Cooper Ave","","Yuba City","CA","95992","","","","","","","","","","","","","","","KAP:1209200915044196","","","","CONTRACTOR","776.29999999999995","706.58000000000004","69.719999999999899","","0","00000000B4ACFCEE","137207378",""
"11637","T H GRACE LLC DBA CLARKSBURG MARINA","P O Box 452","","Clarksburg","CA","95612","36339 RIVERVIEW DR","","Clarksburg","CA","95612","9167441274","","9167441029","COUNTY COMMERCIAL","4491","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","clarksburgmarina@gmail.com","Don & Kathleen Updegraff","","36339","RIVERVIEW DR","","Clarksburg","CA","95612","","PARCEL","043275001","","","","","","","","","","","","KAP:1209271018032067","YOLO:11021013292222645","","","OTHER","845.20000000000005","775.48000000000002","69.719999999999999","","0","00000000B4ACFDEF","138803312",""
"11668","Tiffanie Yee Photography","36568 David Lane","","Clarksburg","CA","95612","36568 DAVID LN","","Clarksburg","CA","95612","9167188328","","","HOME OCCUPATION","7221","","","SOLE PROPRIETORSHIP","","","","","","","","","","","Time to Capture Photography","","","","","","","","","","","","","","","","","","","","tiffanieyeephotography@gmail.com","YEE TIFFANIE & LUM ALVIN","","36568","DAVID LN","","Clarksburg","CA","95612","","PARCEL","043320010","","","","","","","","","","","","KAP:1212110214463026","YOLO:11021013292222739","","","MISC/OTHER","868.58000000000004","798.86000000000001","69.719999999999999","","0","00000000B4AD0448","158246710",""
"11682","Historic Oakdale Ranch","17785 CO RD 86A","","Esparto","CA","95627","17752 OAKDALE RANCH LN","","Esparto","CA","95627","5307874744","","5303049999","PUBLIC GATHERING","6512","","","SOLE PROPRIETORSHIP","","","","","","","","","","","Historic Oakdale Ranch","1","","","","","","","","","","","","","","","","","","","historicoakdale1@gmail.com","Brent & Kim Stephens","","17752","OAKDALE RANCH LN","","Esparto","CA","95627","","PARCEL","049110021","","","","","","","","","","","","KAP:1302190932191335","YOLO:11021013292230585","","","OTHER","776.29999999999995","706.58000000000004","69.719999999999899","","0","00000000B4AD0632","174924446",""
"11699","Sugarland Horse Park LLC","41070 CR 18C","","Woodland","CA","95776","41070 CR 18C","","Woodland","CA","95776","9168421579","","","ANIMAL BOARDING","0752","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","","Sugarland Horse Park","6","","","","","","","","","","","","","","","","","","","dfleming@sugarlandhorsepark.com","CLARK PACIFIC HNR LLC","","41070","CR 18C","","Woodland","CA","95776","","PARCEL","027220021","","","","","","","","","","","","KAP:1304040920436290","YOLO:1102101329224160","","","EQUESTRIAN EVENTS","821.05999999999995","751.34000000000003","69.719999999999899","","0","00000000B4AD090D","188108685",""
"11779","Blickle's Trophies and Awards","19680 CR 95A","","WOODLAND","CA","95695","19680-84 CR 95A","","Woodland","CA","95695","5306660505","","","HOME OCCUPATION","5999","","","SOLE PROPRIETORSHIP","","","","","","","","","","","Blickle's Trophies & Awards","","","","","","","","","","","","","","","","","","","","blickles@yahoo.com","BLICKLE ERIC W & SABRINA L","","19680-84","CR 95A","","Woodland","CA","95695","","PARCEL","040040046","","","","","","","","","","","","KAP:1308020104583300","YOLO:11021013292219659","","","MISC/OTHER","869.58000000000004","799.86000000000001","69.719999999999999","","0","00000000B4AD46A1","217754536","0"
"11791","Stephen C Bick CPA","P O Box 429","","Davis","CA","95617-0429","44235 LAKEVIEW DR","","Davis","CA","95618","5307567649","","","HOME OCCUPATION","8721","","","SOLE PROPRIETORSHIP","","","","","","","","","","(8/29/2013 2:20 PM KAP)Trustee for several trusts, some accounting work - limited by non competitive agreement with former CPA firm","Stephen C Bick CPA","","","","","","","","","","","","","","","","","","","","bicksc@gmail.com","BICK STEPHEN C","","44235","LAKEVIEW DR","","EL MACERO","CA","95618","","PARCEL","068122008","","","","","","","","","","","","KAP:1308290218465282","YOLO:11021013292244091","","","ACCOUNTING","776.29999999999995","706.58000000000004","69.719999999999899","","0","00000000B4AD4BDF","224419302","0"
"11794","Karen Krstich DVM","P O Box 726","","Winters","CA","95694","109 ALMOND DR","","Winters","CA","95694","5309027178","","","HOME OCCUPATION","0742","","","SOLE PROPRIETORSHIP","","","","","","","","","","(9/4/2013 12:51 PM KAP)Mobile Veterinary Services","Karen Krstich DVM","","","","","","","","","","","","","","","","","","","","karen.krstich@gmail.com","KRSTICH KAREN TRUST","","109","ALMOND DR","","Winters","CA","95694","","PARCEL","003491024","","","","","","","","","","","","KAP:1309041249567486","YOLO:11021013292255644","","","MISC/OTHER","776.29999999999995","706.58000000000004","69.719999999999899","","0","00000000B4AD4D2D","225849617","0"
"11802","AT&T Digital Life Inc","1010 N. St. Mary's Street 15 FLR","15th Floor","San Antonio","TX","78215","1025 Lenox Park Blvd. NE","","Atlanta,","GA","30319","5616273365","6783936840","","RETAIL SALES","4813","","","CORPORATION","","","","","","","","","","(9/23/2013 9:13 AM KAP)Sale, installation, maintenance and monitoring of security system and automation","AT&T Digital Life Inc","","","","","","","","","","","","","","","","","","","","g26844@att.com","","","1025","Lenox Park Blvd. NE","","Atlanta,","GA","30319","","","","","","","","","","","","","","","KAP:1309230909546187","","","","OTHER","706.39999999999998","636.67999999999995","69.719999999999999","","0","00000000B4AD4F1A","231978096","0"
"11844","PG&E","77 Beale Street #B14L","","San Francisco","CA","94105","","","","","","4159732120","","","","4931","","","CORPORATION","","","","","","","","","","(1/15/2014 4:26 PM KAP)Public utility providing electric and gas service","PG&E","","","","","","","","","","","","","","","","","","","","JWBQ@PGE.COM","","","","","","","","","","","","","","","","","","","","","","","KAP:1401150425060248","","","","","636.67999999999995","636.67999999999995","0","","0","00000000A5F60CF0","273369915","0"
"11894","Hunter Repair","P O Box 308","","MADISON","CA","95653","27890-98 CR 19","","Esparto","CA","95627","5303630246","","","REPAIR SERVICES","","","","SOLE PROPRIETORSHIP","","","","","","","","","","(4/14/2014 11:10 AM KAP)Repair business","Hunter Repair","","","","","","","","","","","","","","","","","","","","williamserika45@yahoo.com","WILLIAMS ERIC E & ERIKA C","","27890-98","CR 19","","Esparto","CA","95627","","PARCEL","048200002","","","","","","","","","","","","KAP:1404141109524477","YOLO:11021013292230427","","","VEHICLE/TRUCK","767.53999999999996","697.82000000000005","69.719999999999899","","0","00000000B4AD5E5A","306202140","0"
"11910","Jody's Transport Inc","24075 CR 22","","Esparto","CA","95627","24075 CR 22","","Esparto","CA","95627","5306811287","","5306811287","HOME OCCUPATION","5088","","","CORPORATION","","","","","","","","","","(5/6/2014 3:44 PM KAP)Transport company of water trucks.  Provides mobile services.  At home office, you have bookeeping & files.","Jody's Transport Inc","10","","","","","","","","","","","","","","","","","","","jodystrans@gmail.com","KENDRICK DAVID L/JODY TROTTER","","24075","CR 22","","Esparto","CA","95627","","PARCEL","049180014","","","","","","","","","","","","KAP:1405060343029380","YOLO:11021013292230721","","","TRANSPORT","706.39999999999998","636.67999999999995","69.719999999999999","","0","00000000B4AD63A4","319335562","0"
"11933","Julietta Winery","PO Box 573","","Clarksburg","CA","95612","51235 CLARKSBURG RD","","Clarksburg","CA","95612","9167449090","9167449090","","FOOD AND BEVERAGE","5813","","","CORPORATION","","","","","","","","","","(6/17/2014 2:52 PM KAP)winery","Julietta Winery","","","","","","","","","","","","","","","","","","","","julie@juliettawinery.com","RUSSELL REV TRUST","","51235","CLARKSBURG RD","","Clarksburg","CA","95612","","PARCEL","043160042","","","","","","","","","","","","KAP:1406170251382309","YOLO:11021013292222339","","","OTHER","775.29999999999995","705.58000000000004","69.719999999999899","","0","00000000B4AD675F","345003499","0"
"11950","Central Dental Laboratory","51375 Central Ave","","Clarksburg","CA","95612","51375 CENTRAL AVE","","Clarksburg","CA","95612","9166160276","","","HOME OCCUPATION","8072","","","SOLE PROPRIETORSHIP","","","","","","","","","","(7/24/2014 3:16 PM KAP)Trimming dental plaster molds provided by a dentist.","Central Dental Laboratory","","","","","","","","","","","","","","","","","","","","LM61@MAC.COM","MCCAPES FAM TRUST ETAL","","51375","CENTRAL AVE","","Clarksburg","CA","95612","","PARCEL","043150013","","","","","","","","","","","","KAP:1407240315331303","YOLO:11021013292222310","","","MISC/OTHER","706.39999999999998","636.67999999999995","69.719999999999999","","0","00000000B4AD81B4","369421812","0"
"11970","GOLD COAST VETERINARY SERVICES AND CONSU","PO Box 712","","Woodland","CA","95776","PO Box 712","","Woodland","CA","95776","5307717150","","","ITINERANT","0742","","","CORPORATION","","","","","","","","","","(8/26/2014 2:25 PM KAP)Large animal mobile vet clinic, vet.","Gold Coast Veterinary Services Consultin","","","","","","","","","","","","","","","","","","","","anitavargasdvm@gmail.com","Anita Varga","","","PO Box 712","","Woodland","CA","95776","","","","","","","","","","","","","","","KAP:1408260224397820","","","","OTHER","706.39999999999998","636.67999999999995","69.719999999999999","","0","00000000B4AD861F","441847155","0"
"11973","Begorra LLC","207 W Monte Vista Cir","","WOODLAND","CA","95695","595 N EAST ST","","Woodland","CA","95695","5303042315","","","STORAGE","7521","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(9/8/2014 11:15 AM KAP)Rent out parking spaces for trucks, boats and RV's","Begorra LLC","","","","","","","","","","","","","","","","","","","","begorrastorage@gmail.com","BARRIOS WAYNE T TRUST ETAL","","595","N EAST ST","","Woodland","CA","95695","","PARCEL","027340035","","","","","","","","","","","","KAP:1409081114253899","CONV:130221231109006791","","","OTHER","706.39999999999998","636.67999999999995","69.719999999999999","","0","00000000B4AD86F9","451267861","0"
"11992","Cristler Consulting","PO BOX 205","","ZAMORA","CA","95698","32003 CR 14","","zamora","ca","95698","5309080005","","","HOME OCCUPATION","8748","","","SOLE PROPRIETORSHIP","","","","","","","","","","(10/21/2014 9:50 AM KAP)On site advice regarding repairs and constuction of equipment - WILL NOT BE DOING REPAIRS ON-SITE","Cristler Consulting","","","","","","","","","","","","","","","","","","","","cristler.consulting@gmail.com","CRISTLER FAM REV TRUST","","32003","CR 14","","ZAMORA","CA","95698","","PARCEL","055140001","","","","","","","","","","","","KAP:1410210949247991","YOLO:11021013292233416","","","CONSULTING","636.5","566.77999999999997","69.719999999999999","","0","00000000B4AD89C3","515076641","0"
"12028","Clarksburg Wine Co LLC","P O Box 123","","Clarksburg","CA","95612","35265 WILLOW AVE","","Clarksburg","CA","95612","9167441615","9167441866","","FOOD AND BEVERAGE","2084","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(12/22/2014 2:59 PM KAP)Wine Processing/Sales","Clarksburg Wine Co LLC","","","","","","","","","","","","","","","","","","","","brenjo31@gmail.com","KOY BUILDERS INC","","35265","WILLOW AVE","","Clarksburg","CA","95612","","PARCEL","043240030","","","","","","","","","","","","KAP:1412220259164319","YOLO:11021013292222524","","","OTHER","567.60000000000002","497.88","69.719999999999999","","0","00000000B4AD8AF8","590983683","0"
"12039","White Doves of Love","PO BOX 44","","Knights Landing","CA","95645","42490 RIDGE CUT RD #8","","WOODLAND","CA","95776","5307882552","","","ITINERANT","0752","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(1/15/2015 2:04 PM KAP)White dove release business for special events ie weddings, funerals, community events","White Doves of Love","","","","","","","","","","","","","","","","","","","","bagladyloft@live.com","NEWMAN DONALD R","","42490","RIDGE CUT RD #8","","WOODLAND","CA","95776","","PARCEL","056350013","","","","","","","","","","","","KAP:1501150203219737","YOLO:11021013292234122","","","OTHER","656.88","587.15999999999997","69.719999999999999","","0","00000000B4AD8DBA","617235512","0"
"12051","Harold Leverenz Consulting","P O Box 181","","Dunnigan","CA","95937","25565 CR 4","","Dunnigan","CA","95937","5302203911","","","PROF SERVICES","8742","","","SOLE PROPRIETORSHIP","","","","","","","","","","(2/9/2015 2:27 PM KAP)Engineering tecnical, consulting, writing, prepare reports on design and operation of water treatment facilities","Harold Leverenz Consulting","","","","","","","","","","","","","1","","","","","","","harold.leverenz@gmail.com","LEVERENZ HAROLD L","","25565","CR 4","","Dunnigan","CA","95937","","PARCEL","062070007","","","","","","","","","","","","KAP:1502090226340839","YOLO:11021013292237085","","","OTHER","636.5","566.77999999999997","69.719999999999999","","0","00000000B4AD9129","634385952","0"
"12064","Northwest Cascade Inc dba Honey Bucket","P O Box 73399","","Puyallup","WA","98373","","","","","","2538482371","2538400877","","OUT OF COUNTY","7359","","","CORPORATION","","","","","","","","","","(2/24/2015 12:25 PM KAP)Deliver portable toilets & fencing to customers who rent them.","Honey Bucket","","","","","","","","","","","","","","","","","","","","Tax@NWCascade.com","","","","","","","","","","","","","","","","","","","","","","","KAP:1502241224054148","","","","","636.5","566.77999999999997","69.719999999999999","","0","00000000B4AD93F7","645455595","0"
"12069","AAA Auto Recycling LLC","42130 CR 25","","WOODLAND","CA","95695","42130 CR 25","","Woodland","CA","95776","5306366665","","","WAREHOUSE COPR YARD","5093","","","LIMITED LIABILITY CORPORATION","","","12069","","","","","","","(3/3/2015 1:23 PM KAP)Dismantling, recycling, import and export, shipping.  Used tires, storage & etc(6/6/2017 2:47 PM SC)applicant came in to change name from Hira International to AAA Auto Reclycing / approved vehicle dismantler's license (DMV form) as a continuing non-conforming use","NAS CHAUDHRY","","","","","","","","","","","","","","","","","","","","info@aaaautorecyclingllc.com","MASSENGILL TOMMIE & BETH","","42130","CR 25","","WOODLAND","CA","95776","","PARCEL","042580035","","","","","","","","","","","","KAP:1503030122140123","CONV:130309000220000093","","","","636.5","566.77999999999997","69.719999999999999","","0","00000000B4AD95C5","650893410","0"
"12143","Bariani Olive Oil","P O Box 116","","Zamora","CA","95698","30400 CR 16","","zamora","ca","95698","5306661563","5306661563","","FOOD AND BEVERAGE","2079","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(7/27/2015 9:38 AM KAP)Maintain olive orchard, harvest olives and produce olive oil and balsalmic vinegar.","Bariani Olive Oil","","","","","","","","","","","","","","","","","","","","sebastian@barianioliveoil.com","BARIANI OLIVE OIL LLC","","30400","CR 16","","Zamora","Ca","95698","","PARCEL","054230016","","","","","","","","","","","","KAP:1507270937425625","YOLO:11021013292233279","","","OTHER","636.5","566.77999999999997","69.719999999999999","","0","00000000B4ADA1AA","811345039","0"
"12164","The Gombos Company","900 Truxtun Avenue, Suite 210","","Bakersfield","CA","93301","37188 County Road 28","","Woodland","CA","95695","6613274515","6618405828","6613450260","RETAIL SALES","0722","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(9/22/2015 11:39 AM KAP)Double Compress & package baled hay products for export","The Gombos Company","","","","","","","","","","","","","1","","","","","","","lisastiles@pacificleasingllc.com","JJB FARMS LP","","37188","County Road 28","","Woodland","CA","95695","","PARCEL","040170019","","","","","","","","","","","","KAP:1509221138092443","CONV:130221232759050986","","","OTHER","635.5","565.77999999999997","69.719999999999999","","0","00000000B4ADA8A1","863494856","0"
"12179","Aamodt Science Communication","30100 Positas Road","","Winters","CA","95694","30100 POSITAS RD","","Winters","CA","95694","5303045117","","","PROF SERVICES","8999","","","SOLE PROPRIETORSHIP","","","","","","","","","","","Aamodt Science Communication","","","","","","","","","","","","","","","","","","","","russell.newscapes@gmail.com","BRITTEN KENNETH HALE","","30100","POSITAS RD","","Winters","CA","95694","","PARCEL","030340001","","","","","","","","","","","","KAP:1511020101139403","YOLO:1102101329226962","","","OTHER","566.60000000000002","496.88","69.719999999999999","","0","00000000B4ADA95E","895525040","0"
"12190","Dollar General Store #16171","100 Mission Ridge","","Goodlettsville","TN","37072","26875 Highway 16","","Esparto","CA","95627","5305078539","8773644130","","RETAIL SALES","5399","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(11/16/2015 12:00 PM KAP)General Retail","Dollar General Store #16171","","","","","","","","","","","","","","","","","","","","tax-beerandwinelicense@dollargeneral.com","ROAD 86A TRUST #17415","","26875","Highway 16","","Esparto","CA","95627","","PARCEL","049110001","","","","","","","","","","","","KAP:1511161150039785","YOLO:11021013292230570","","","MERCHANDISE","659.88","590.15999999999997","69.719999999999999","","0","00000000B4ADB02A","905395298","0"
"12221","BLUEJEANYUS BOOKS","216 F Street #81","","Davis,","CA","95616","42137 9TH ST","","Knights Landing","CA","95645","5307746152","","","WEB BASED","8999","","","SOLE PROPRIETORSHIP","","","","","","","","","","(1/29/2016 10:07 AM KAP)Writing and editing books, song lyrics, cards and articles.  Organizaing the publication of same and as contracted.  On-line sales of fine art, crafts, cards and books.(1/15/2019 9:24 AM ET)OLD NAME: Testa Publishing","","","","","","","","","","","","","","","","","","","","","bluejeanyus@gmail.com","TESTA LOREN A & MARY L","","42137","9TH ST","","Knights Landing","CA","95645","","PARCEL","056274007","","","","","","","","","","","","KAP:1601291005093766","YOLO:11021013292233841","","","","566.60000000000002","496.88","69.719999999999999","","0","00000000B4AF7977","971917321","0"
"12224","SEKA HILLS","P O BOX 182","","BROOKS","CA","95606","19326 CR 78","","Brooks","CA","95606","5306817420","","","RETAIL SALES","5499","","","PARTNERSHIP","","","","","","","","","","(2/3/2016 9:23 AM KAP)Speciality food processing and retail","SEKA HILLS","","","","","","","","","","","","1","","","","","","","","lmezger@sekahills.com","RUMSEY INDIAN RANCHERIA","","19326","CR 78","","BROOKS","CA","95606","","PARCEL","048010007","","","","","","","","","","","","KAP:1602030922447178","YOLO:11021013292230216","","","OTHER","566.60000000000002","496.88","69.719999999999999","","0","00000000B4AF7A3A","975831314","0"
"12255","Havstad Water & Energy","24490 CR 22A","","Esparto","CA","95627","24490 CR 22A","","Esparto","CA","95627","5303831531","","","HOME OCCUPATION","8711","","","SOLE PROPRIETORSHIP","","","","","","","","","","(3/31/2016 11:58 AM KAP)engineering consulting -","Havstad Water & Energy","","","","","","","","","","","","","","","","","","","","havstad.mark@gmail.com","HAVSTAD 2013 LIVING TRUST","","24490","CR 22A","","Esparto","CA","95627","","PARCEL","049180018","","","","","","","","","","","","KAP:1603311157328192","YOLO:11021013292230725","","","CONSULTING","566.60000000000002","496.88","69.719999999999999","","0","00000000B4AFAF4E","1016950556","0"
"12272","Hummingbee CSA","38341 Larue Way","","Davis,","CA","95616","38341 LARUE WAY","","Davis","CA","95616","5304001459","","","RETAIL SALES","5431","","","SOLE PROPRIETORSHIP","","","","","","","","","","(5/2/2016 9:14 AM KAP)Small scale vegetable production with sales through a CSA (weekly vegetable basket subsciption)","Hummingbee CSA","","","","","","","","","","","","","","","","","","","","malinkerr@gmail.com","KERR PETER HIBBS & MALIN","","38341","LARUE WAY","","Davis","CA","95616","","ROW","036160011","","","","","","","","","","","","KAP:1605020912427912","YOLO:11021013292213565","","","OTHER","566.60000000000002","496.88","69.719999999999999","","0","00000000B4B00F86","1040319852","0"
"12350","Aramark Uniform & Career Apparel LLC","115 N First St","","Burbank","CA","91502","115 N First Street","","Burbank,","CA","91502","8189733693","","","OUT OF COUNTY","7219","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(8/19/2016 9:28 AM KAP)Uniform rental & delivery","Aramark Uniform & Career Apparel LLC","","","","","","","","","","","","","","","","","","","","annualreports@aramark.com","","","115","N First Street","","Burbank,","CA","91502","","","","","","","","","","","","","","","KAP:1608190926248994","","","","","611.36000000000001","541.63999999999999","69.719999999999999","","0","00000000B4B0150C","1129787204","0"
"12402","Exclusive Auto Dismantaling Group","PO Box 117","","Dunnigan","CA","95937","3400 County Road 99W","","Dunnigan","CA","95937","9169052425","","","COUNTY COMMERCIAL","5015","","","CORPORATION","","","12402","","","","","","","(10/19/2016 4:17 PM KAP)Used auto parts brokers, selling used auto parts on-line(3/20/2017 1:27 PM ET)German Auto Parts & Body name change on 3/20/2017 to Exclusive Auto Dismantaling","Exclusive Auto Dismantaling Group","","","","","","","","","","","","","","","","","","","","securecommunity@yahoo.com","TSATOURYAN VOSKI","","3400","County Road 99W","","Dunnigan","CA","95937","","PARCEL","051202004","","","","","","","","","","","","KAP:1610190416130979","YOLO:11021013292232727","","","OTHER","566.60000000000002","496.88","69.719999999999999","","0","00000000B4B2C57F","1182144651","0"
"12408","Riverbank Environmental","P O Box 9","","BROOKS","CA","95606","17635 CR 61","","Brooks","CA","95606","5307962245","","","HOME OCCUPATION","","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(10/28/2016 11:40 AM KAP)Environmental Consulting","Riverbank Environmental","","","","","","","","","","","","","","","","","","","","kellydchapman@yahoo.com","GARDES FRANCIS TIMOTHY ETAL","","17635","CR 61","","Brooks","CA","95606","","PARCEL","060060011","","","","","","","","","","","","KAP:1610281139598593","YOLO:11021013292236567","","","PROFESSIONAL SERV.","562.84000000000003","493.12","69.719999999999999","","0","00000000B4B2CABD","1188925667","0"
